,val_loss,val_accuracy,loss,accuracy
0,1.0143004655838013,0.6072368621826172,0.905145489285377,0.6125860214233398
1,0.9443830847740173,0.7171183228492737,0.7489231652064109,0.6828206181526184
2,0.3162883222103119,0.8301388025283813,0.5768529616651081,0.7905604839324951
3,1.0969383716583252,0.8380700349807739,0.47673603196980696,0.8452029824256897
4,0.5008608102798462,0.8261731863021851,0.4433704510316502,0.857704758644104
5,0.20296132564544678,0.8321216106414795,0.4119498869109847,0.8619188070297241
6,0.4022386372089386,0.8565763235092163,0.39264194335830344,0.8643258213996887
7,0.861997663974762,0.8413747549057007,0.36572359654718517,0.8742624521255493
8,0.34231099486351013,0.8380700349807739,0.3373017599867676,0.8818654417991638
9,0.5074716806411743,0.8235294222831726,0.32905571267149025,0.8794774413108826
