,val_loss,val_accuracy,loss,accuracy
0,1.6045159101486206,0.7592105269432068,1.5452601953928584,0.6676499247550964
1,6.123071670532227,0.6655650734901428,1.3769874144327208,0.7339513897895813
2,0.5471286177635193,0.8202247023582458,0.7676302616323945,0.7763730883598328
3,0.9390583634376526,0.8479841351509094,0.4777577585058109,0.8161258697509766
4,0.33483922481536865,0.8440185189247131,0.4154826239565648,0.8360725045204163
5,0.3448217511177063,0.8552544713020325,0.397753659343264,0.8467481136322021
6,0.1826636642217636,0.8307997584342957,0.3988095792864695,0.8461862802505493
7,0.6084680557250977,0.8532716631889343,0.4133884793487321,0.8387414216995239
8,0.2665645182132721,0.8274950385093689,0.4237216448395385,0.834105908870697
9,0.2644623816013336,0.8678122758865356,0.3960218354274691,0.8466076850891113
10,0.1909065842628479,0.8532716631889343,0.39064519004986553,0.8518050312995911
11,0.21529561281204224,0.8592200875282288,0.38538098025522877,0.8528090119361877
12,0.6080949902534485,0.8559154272079468,0.37500053646692433,0.8603540062904358
13,0.17288115620613098,0.8506278991699219,0.36119024990766735,0.8702064752578735
14,0.5971684455871582,0.8592200875282288,0.3521448421664981,0.8650091290473938
