,val_loss,val_accuracy,loss,accuracy
0,0.7816835641860962,0.5764627456665039,1.1794296641022861,0.5311840176582336
1,3.0686652660369873,0.568470299243927,0.9637481524342469,0.5732789039611816
2,3.8808512687683105,0.5751503109931946,0.9594897615998526,0.573982834815979
3,1.0129680633544922,0.5771543383598328,0.9529396865748191,0.5751091241836548
4,3.0451741218566895,0.5818303227424622,0.943205789849739,0.574264407157898
5,1.2518789768218994,0.48563793301582336,0.9421027568500008,0.5746867656707764
6,1.132483959197998,0.5764862895011902,0.9432690451720156,0.573982834815979
7,1.2345738410949707,0.4462257921695709,0.9442925519143026,0.5729973316192627
8,1.0053740739822388,0.5751503109931946,0.9432600586242815,0.5760946273803711
9,1.169728398323059,0.5731462836265564,0.9438926258065679,0.5750281810760498
10,1.1524988412857056,0.3072812259197235,0.9345760702062949,0.5749084949493408
11,1.4909374713897705,0.3166332542896271,0.9234068575214873,0.574264407157898
12,1.1978315114974976,0.5698062777519226,0.9263501744714737,0.5732789039611816
13,0.8596982955932617,0.5731462836265564,0.9229978243767267,0.5746867656707764
14,2.059325933456421,0.5711422562599182,0.9174375079575348,0.5773617029190063
