,val_loss,val_accuracy,loss,accuracy
0,0.7446479797363281,0.6677989363670349,1.1852959321221748,0.5452849268913269
1,0.6708662509918213,0.7009536623954773,0.7192581284417472,0.6582460403442383
2,0.6595962643623352,0.7438691854476929,0.6356272197563645,0.6858044862747192
3,0.7774703502655029,0.8501362204551697,0.5633195232109649,0.7422133088111877
4,0.2874276340007782,0.891008198261261,0.4255279811507954,0.8497201204299927
5,0.19386956095695496,0.8474114537239075,0.38876960172156305,0.8735467195510864
6,0.17411160469055176,0.9114441275596619,0.3685015450167967,0.8810104727745056
7,0.2248111069202423,0.8848773837089539,0.2996461316547487,0.9012487530708313
8,0.37891560792922974,0.8835150003433228,0.2649922573435541,0.9176115989685059
9,0.316962331533432,0.9114441275596619,0.26162366173360446,0.9176115989685059
10,0.1796729862689972,0.8944141864776611,0.22299534526004056,0.929811954498291
11,0.21889878809452057,0.890326976776123,0.24773732545452382,0.9264621734619141
12,0.14949633181095123,0.9053133726119995,0.34112371572409256,0.8886173963546753
13,0.1438717097043991,0.8896457552909851,0.2500710460245481,0.9196210503578186
14,0.35719990730285645,0.8923705816268921,0.2431295442712928,0.9255059361457825
