,val_loss,val_accuracy,loss,accuracy
0,0.4644615054130554,0.6770833134651184,0.818331610744846,0.6230304837226868
1,0.3749678134918213,0.85945725440979,0.5315670815442898,0.7661749720573425
2,0.26086321473121643,0.8942891955375671,0.30944342164437005,0.8927254676818848
3,0.08004644513130188,0.9173754453659058,0.2668000644499369,0.9047938585281372
4,0.3542274832725525,0.9052248001098633,0.24621716914982592,0.9125041961669922
5,0.2460213452577591,0.9056298136711121,0.21331321163601896,0.9215554594993591
6,0.3363666832447052,0.9129202365875244,0.20404360634426202,0.9218907356262207
7,0.19844990968704224,0.8882138729095459,0.1870054213908987,0.9336238503456116
8,0.27553802728652954,0.9185905456542969,0.17849145932332247,0.9314448833465576
9,0.2086046040058136,0.9117051362991333,0.18373111663920105,0.9344619512557983
