,val_loss,val_accuracy,loss,accuracy
0,0.5356400012969971,0.8595430254936218,0.8957958355957845,0.6988400220870972
1,0.4807799160480499,0.8200808763504028,0.5322088756602933,0.8148360252380371
2,0.656255304813385,0.8908355832099915,0.43829421166314037,0.846770703792572
3,0.4414961338043213,0.8995956778526306,0.3823981336720067,0.8626664876937866
4,0.19790729880332947,0.8975741267204285,0.3515231761364921,0.8741228580474854
5,0.13564857840538025,0.9043126702308655,0.32983525642159844,0.8801375031471252
6,0.31408876180648804,0.9097034931182861,0.30438440710361647,0.8917371034622192
7,0.1976543664932251,0.900943398475647,0.30096536452468414,0.8917371034622192
8,0.2570098638534546,0.89420485496521,0.27141297134136927,0.9021910429000854
9,0.391316682100296,0.9016172289848328,0.26659725490142877,0.9049119353294373
10,0.13161879777908325,0.9022911190986633,0.25611906713556293,0.9043391346931458
11,0.00980380643159151,0.9002695679664612,0.2429719143417082,0.9103537201881409
12,0.4835771918296814,0.8665767908096313,0.24427037052628808,0.9104969501495361
13,0.33227479457855225,0.8706199526786804,0.22943618907920613,0.9195188283920288
14,0.13998737931251526,0.8746630549430847,0.22037384785059852,0.9210940599441528
