,val_loss,val_accuracy,loss,accuracy
0,0.7553849220275879,0.7947368621826172,1.0625726169775604,0.668211817741394
1,0.45015424489974976,0.8169200420379639,0.5902059503377932,0.7807276248931885
2,0.6697328090667725,0.8037012815475464,0.47085261588134125,0.818935215473175
3,1.068063497543335,0.8162590861320496,0.42957243075496715,0.8363534212112427
4,0.14044100046157837,0.8281559944152832,0.41683540271061625,0.8418317437171936
5,0.5495349764823914,0.8307997584342957,0.40322391468414615,0.8435173630714417
6,0.3189231753349304,0.8076668977737427,0.4006786522302321,0.8401460647583008
7,0.6214213967323303,0.8182418942451477,0.38411229193285956,0.848433792591095
8,0.3222590982913971,0.8327825665473938,0.37324386105843516,0.8557381629943848
9,0.37563905119895935,0.86847323179245,0.36739782152810213,0.8567214608192444
10,0.2133433222770691,0.8281559944152832,0.3592058028259176,0.8654305338859558
11,0.25436410307884216,0.8565763235092163,0.35533250437130803,0.8602331876754761
12,0.680733323097229,0.8486450910568237,0.3479076585978215,0.8692231774330139
13,0.23282936215400696,0.8400529026985168,0.3330040298447312,0.8731563687324524
14,0.4962184429168701,0.8671513795852661,0.3317334353672619,0.8724539875984192
15,0.4348830580711365,0.8466622829437256,0.32865152005558856,0.8739991784095764
16,0.3564944267272949,0.8413747549057007,0.30357745383575835,0.8834105730056763
17,0.39008116722106934,0.8618638515472412,0.30363105726654,0.8770895004272461
18,0.7905155420303345,0.8651685118675232,0.2998654021148786,0.8782132267951965
19,0.2695893943309784,0.8433575630187988,0.28621413867461715,0.8888888955116272
